Year,Month,Month_Number,Data_Item,Value,Units,Source
2024,July,7,American processed cheese retail price,4.874,Dollars per pound,BLS
2024,August,8,American processed cheese retail price,4.841,Dollars per pound,BLS
2024,September,9,American processed cheese retail price,4.951,Dollars per pound,BLS
2024,October,10,American processed cheese retail price,5.059,Dollars per pound,BLS
2024,November,11,American processed cheese retail price,4.941,Dollars per pound,BLS
2024,December,12,American processed cheese retail price,4.983,Dollars per pound,BLS
2025,January,1,American processed cheese retail price,5.058,Dollars per pound,BLS
2025,February,2,American processed cheese retail price,5.026,Dollars per pound,BLS
2025,March,3,American processed cheese retail price,4.946,Dollars per pound,BLS
2025,April,4,American processed cheese retail price,4.987,Dollars per pound,BLS
2025,May,5,American processed cheese retail price,5.063,Dollars per pound,BLS
2025,June,6,American processed cheese retail price,5.038,Dollars per pound,BLS
2025,July,7,American processed cheese retail price,4.906,Dollars per pound,BLS
2025,August,8,American processed cheese retail price,5.008,Dollars per pound,BLS
2025,September,9,American processed cheese retail price,4.925,Dollars per pound,BLS
2025,October,10,American processed cheese retail price,NA,Dollars per pound,BLS
2025,November,11,American processed cheese retail price,4.725,Dollars per pound,BLS
2025,December,12,American processed cheese retail price,4.734,Dollars per pound,BLS
2026,January,1,American processed cheese retail price,4.845,Dollars per pound,BLS
2026,February,2,American processed cheese retail price,4.68,Dollars per pound,BLS
2024,February,2,"Cheddar cheese, natural retail price",5.726,Dollars per pound,BLS
2024,March,3,"Cheddar cheese, natural retail price",5.689,Dollars per pound,BLS
2024,April,4,"Cheddar cheese, natural retail price",5.51,Dollars per pound,BLS
2024,May,5,"Cheddar cheese, natural retail price",5.551,Dollars per pound,BLS
2024,June,6,"Cheddar cheese, natural retail price",5.537,Dollars per pound,BLS
2024,July,7,"Cheddar cheese, natural retail price",5.599,Dollars per pound,BLS
2024,August,8,"Cheddar cheese, natural retail price",5.763,Dollars per pound,BLS
2024,September,9,"Cheddar cheese, natural retail price",5.731,Dollars per pound,BLS
2024,October,10,"Cheddar cheese, natural retail price",5.844,Dollars per pound,BLS
2024,November,11,"Cheddar cheese, natural retail price",5.676,Dollars per pound,BLS
2024,December,12,"Cheddar cheese, natural retail price",5.621,Dollars per pound,BLS
2025,January,1,"Cheddar cheese, natural retail price",5.698,Dollars per pound,BLS
2025,February,2,"Cheddar cheese, natural retail price",5.536,Dollars per pound,BLS
2025,March,3,"Cheddar cheese, natural retail price",5.737,Dollars per pound,BLS
2025,April,4,"Cheddar cheese, natural retail price",5.743,Dollars per pound,BLS
2025,May,5,"Cheddar cheese, natural retail price",5.908,Dollars per pound,BLS
2025,June,6,"Cheddar cheese, natural retail price",5.999,Dollars per pound,BLS
2025,July,7,"Cheddar cheese, natural retail price",6.041,Dollars per pound,BLS
2025,August,8,"Cheddar cheese, natural retail price",6.123,Dollars per pound,BLS
2025,September,9,"Cheddar cheese, natural retail price",6.049,Dollars per pound,BLS
2025,October,10,"Cheddar cheese, natural retail price",NA,Dollars per pound,BLS
2025,November,11,"Cheddar cheese, natural retail price",5.636,Dollars per pound,BLS
2025,December,12,"Cheddar cheese, natural retail price",5.789,Dollars per pound,BLS
2026,January,1,"Cheddar cheese, natural retail price",5.982,Dollars per pound,BLS
2026,February,2,"Cheddar cheese, natural retail price",5.987,Dollars per pound,BLS
2024,February,2,"Ice cream, prepackaged  retail price",5.885,Dollars per half gallon,BLS
2024,March,3,"Ice cream, prepackaged  retail price",5.733,Dollars per half gallon,BLS
2024,April,4,"Ice cream, prepackaged  retail price",6.196,Dollars per half gallon,BLS
2024,May,5,"Ice cream, prepackaged  retail price",6,Dollars per half gallon,BLS
2024,June,6,"Ice cream, prepackaged  retail price",6.137,Dollars per half gallon,BLS
2024,July,7,"Ice cream, prepackaged  retail price",6.03,Dollars per half gallon,BLS
2024,August,8,"Ice cream, prepackaged  retail price",6.357,Dollars per half gallon,BLS
2024,September,9,"Ice cream, prepackaged  retail price",6.338,Dollars per half gallon,BLS
2024,October,10,"Ice cream, prepackaged  retail price",6.295,Dollars per half gallon,BLS
2024,November,11,"Ice cream, prepackaged  retail price",6.447,Dollars per half gallon,BLS
2024,December,12,"Ice cream, prepackaged  retail price",6.27,Dollars per half gallon,BLS
2025,January,1,"Ice cream, prepackaged  retail price",6.459,Dollars per half gallon,BLS
2025,February,2,"Ice cream, prepackaged  retail price",6.255,Dollars per half gallon,BLS
2025,March,3,"Ice cream, prepackaged  retail price",6.328,Dollars per half gallon,BLS
2025,April,4,"Ice cream, prepackaged  retail price",6.229,Dollars per half gallon,BLS
2025,May,5,"Ice cream, prepackaged  retail price",6.466,Dollars per half gallon,BLS
2025,June,6,"Ice cream, prepackaged  retail price",6.493,Dollars per half gallon,BLS
2025,July,7,"Ice cream, prepackaged  retail price",6.374,Dollars per half gallon,BLS
2025,August,8,"Ice cream, prepackaged  retail price",6.505,Dollars per half gallon,BLS
2025,September,9,"Ice cream, prepackaged  retail price",6.396,Dollars per half gallon,BLS
2025,October,10,"Ice cream, prepackaged  retail price",NA,Dollars per half gallon,BLS
2025,November,11,"Ice cream, prepackaged  retail price",6.138,Dollars per half gallon,BLS
2025,December,12,"Ice cream, prepackaged  retail price",6.403,Dollars per half gallon,BLS
2026,January,1,"Ice cream, prepackaged  retail price",6.236,Dollars per half gallon,BLS
2026,February,2,"Ice cream, prepackaged  retail price",6.264,Dollars per half gallon,BLS
,,,,,,
"Source: ""BLS"" are average prices reported by the U.S. Department of Labor, Bureau of Labor Statistics (BLS). ""AMS"" are data reported by the USDA Agricultural Marketing Service. ""ERS"" are USDA, Economic Research Service calculations based on BLS and AMS data.",,,,,,
